"id","filename","orig_status","cur_status","pub_year","date_approx","author","script","title","type","series","edition","ocr_quality","language","translated_from","pub_city","country","source","source_url"
233,"sbb-PPN71520629X.ocr.txt","text","words",1915,,,"fraktur","Deutsches Kriegskochbuch und Anleitung zum Gemüsebau","War cookbook",,,0.911645257730549,"German",,"Jena","Germany","Staatsbibliothek zu Berlin","https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN71520629X&view=overview-info"
234,"sbb-PPN715463667.ocr.txt","text","words",1915,,"Wilhelm Warschatka","fraktur","Gemüse-Kriegskochbuch","War cookbook",,,0.930412424919138,"German",,"Leipzig","Germany","Staatsbibliothek zu Berlin","https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN715463667&view=overview-info"
235,"sbb-PPN717439399.ocr.txt","text","words",1915,,"Mathilde Nouvel","fraktur","Sparsame Kriegskost","War cookbook",,,0.816349039430697,"German",,"Breslau","Germany","Staatsbibliothek zu Berlin","https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN717439399&view=picture-download"
236,"sbb-PPN688552099.ocr.txt","text","words",1915,,"Artur Brehmer","fraktur","FK: fleischlose, fettlose, fischlose Kriegs-Koch-Kunst","War cookbook",,,0.946550035623354,"German",,"Berlin, Leipzig, Wien","Germany, Austria","Staatsbibliothek zu Berlin","https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN688552099&view=picture-download&PHYSID=PHYS_0003&DMDID="
237,"sbb-PPN666404542.ocr.txt","text","words",1915,,,"fraktur","Kriegs-Kochbuch","War cookbook",,,0.765593561849491,"German",,"Berlin, Kattowitz, Breslau","Germany","Staatsbibliothek zu Berlin","https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN666404542&view=picture-download&PHYSID=PHYS_0001&DMDID=DMDLOG_0001"
238,"sbb-PPN669268798.ocr.txt","text","words",1915,,"E. Ingelfinger","fraktur","Kriegskochbuch","War cookbook",,,0.916582801652963,"German",,"Stuttgart","Germany","Staatsbibliothek zu Berlin","https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN669268798&view=overview-info"
239,"sbb-PPN66926931X.ocr.txt","text","words",1915,,,"fraktur","Kriegskochbuch der Frauenhülfe","War cookbook",,,0.821976434753461,"German",,"Potsdam","Germany","Staatsbibliothek zu Berlin","https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN66926931X&view=overview-info"
240,"sbb-PPN688722628.ocr.txt","text","words",1915,,,"fraktur","Kochbuch für den einfachen Haushalt","War cookbook",,4,0.935759861015287,"German",,"Breslau","Germany","Staatsbibliothek zu Berlin","https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN688722628&view=overview-info"
241,"DkXI3946_2.pdf","pdf","words",1915,,"Matilde Sonnemann-Henle","fraktur","Humoristisches Kriegskochbuch","War cookbook, Poetry",,,0.575386244842522,"German",,"Wiesbaden","Germany","Universität Tübingen","http://idb.ub.uni-tuebingen.de/opendigi/DkXI3946_2#p=2"
242,"urn nbn de bsz 24-digibib-bsz3826896744.pdf","pdf","words",1915,,"Hedwig Heyl","fraktur","Kriegskochbuch","War cookbook",,79,0.602967008321425,"German",,"Berlin","Germany","Wüttembergische Landesbibliothek","http://digital.wlb-stuttgart.de/sammlungen/sammlungsliste/werksansicht/?no_cache=1&tx_dlf%5Bid%5D=2351&tx_dlf%5Bpage%5D=1"
243,"urn nbn de bsz 24-digibib-bsz3826554943.pdf","pdf","words",1915,,,"fraktur","Kieler Kriegskochbuch","War cookbook",,2,0.744815165607719,"German",,"Kiel","Germany","Wüttembergische Landesbibliothek","http://digital.wlb-stuttgart.de/sammlungen/sammlungsliste/werksansicht/?no_cache=1&tx_dlf%5Bid%5D=538&tx_dlf%5Bpage%5D=1"
244,"Billige Küche in teurer Zeit.pdf","pdf","words",1914,1,"Henriette Zimmermann","fraktur","Billige Küche in teuerer Zeit","War cookbook",,,0.868425260017026,"German",,"Berlin, Leipzig, Wien, Zürich","Germany, Austria, Switzerland","Badische Landesbibliothek","https://digital.blb-karlsruhe.de/id/4279887"
245,"Die fleischlose Küche.pdf","pdf","words",1913,,"Maria Binswanger","latin","Die fleischlose Küche","Vegetarian, Rational and medical",,,0.745402093197388,"German",,"Baden-Baden","Germany","Badische Landesbibliothek","https://digital.blb-karlsruhe.de/id/3162178"
246,"Kochbüchlein für den praktischen Haushaltungsunterricht an Volks- und Fortbildun.pdf","pdf","words",1912,,"Mathilde Specht","fraktur","Kochbüchlein für den praktischen Haushaltungsunterricht","Bourgeois cooking",,10,0.73242157464881,"German",,"Leipzig","Germany","Badische Landesbibliothek","https://digital.blb-karlsruhe.de/id/3309702"
247,"AmmaMazd_1747162817_0001.pdf","pdf","words",1911,,"David Amman","latin","Mazdaznan (Teil 1)","Rational and medical, Vegetarian",,11,0.908005422336605,"German",,"Leipzig","Germany","Sachsen.digital","https://sachsen.digital/werkansicht/287275/5/0?tx_dlf%5Bpagegrid%5D=0&cHash=2cb6a300f9f2e9b092defc774009a45d#"
248,"Winke für gesunde Ernährung und Kochbuch besonders für Nudel- und Maccaronispeis.pdf","pdf","words",1911,,"Marie Silbermann","fraktur","Winke für gesunde Ernährung und Kochbuch","Bourgeois cooking",,,0.748132011390485,"German",,"Dresden","Germany","Badische Landesbibliothek","https://digital.blb-karlsruhe.de/id/3181784"
249,"AmmaMazd_1750201976.pdf","pdf","words",1911,,"David Amman","latin","Mazdaznan (Teil 2)","Rational and medical, Vegetarian",,11,0.841234198225162,"German",,"Leipzig","Germany","Sachsen.digital","https://sachsen.digital/werkansicht/287276/5/0?cHash=db2114875c2cadcab40973846507f27a#"
250,"Die praktische Reform-Küche.pdf","pdf","words",1910,,"Carl Mauterer","fraktur","Die praktische Reform-Küche","Rational and medical, Vegetarian",,,0.713844212078901,"German",,"Karlsruhe","Germany","Badische Landesbibliothek","https://digital.blb-karlsruhe.de/kochbuecher/content/titleinfo/3193357"
251,"Die Küche des Friedrich-Stifts.pdf","pdf","words",1910,,"Lina von Gruben und Luise Hartdegen","fraktur","Die Küche des Friedrich-Stifts","Bourgeois cooking",,6,0.86102667832579,"German",,"Karlsruhe","Germany","Badische Landesbibliothek","https://digital.blb-karlsruhe.de/kochbuecher/content/titleinfo/3162201"
252,"AmmaMazd_1747162019.pdf","pdf","words",1909,,"David Amman","latin","Mazdaznan","Rational and medical, Vegetarian",,4,0.81031756945912,"German",,"Leipzig","Germany","Sachsen.digital","https://sachsen.digital/werkansicht/287277/5/0?cHash=b9e1a13147d61e6b8bf6f036eb48888f"
253,"Die Kunst zu kochen.pdf","pdf","words",1907,,,"fraktur","Die Kunst zu kochen","Bourgeois cooking",,4,0.806348726302551,"German",,"Freiburg","Germany","Badische Landesbibliothek","https://digital.blb-karlsruhe.de/kochbuecher/content/titleinfo/3105686"
254,"Kochbüchlein für die Benützung der Kochkiste.pdf","pdf","words",1907,,,"fraktur","Kochbüchlein für die Benützung der Kochkiste","Bourgeois cooking",,,0.694134355801434,"German",,"Karlsruhe","Germany","Badische Landesbibliothek","https://digital.blb-karlsruhe.de/kochbuecher/content/titleinfo/3184622"
255,"Diätetisches Kochbuch.pdf","pdf","words",1907,,"Maria Binswanger","latin","Diätetisches Kochbuch","Rational and medical",,,0.794183931985053,"German",,"Baden-Baden","Germany","Badische Landesbibliothek","https://digital.blb-karlsruhe.de/id/3295603"
256,"Neues praktisches Koch-Buch für die badische Küche.pdf","pdf","words",1905,,"Emma Faißt","fraktur","Neues praktisches Koch-Buch für die badische Küche","Bourgeois cooking",,2,0.853414124338075,"German",,"Karlsruhe","Germany","Badische Landesbibliothek","https://digital.blb-karlsruhe.de/id/3106724"
257,"Hausfrauen-Kochbuch.pdf","pdf","words",1905,,"Frieda Thoma","fraktur","Hausfrauen-Kochbuch","Bourgeois cooking",,,0.783460238155187,"German",,"Lahr","Germany","Badische Landesbibliothek","https://digital.blb-karlsruhe.de/id/3236685"
258,"Kochbüchlein für die Benützung der Kochkiste2.pdf","pdf","words",1903,,,"fraktur","Kochbüchlein für die Benützung der Kochkiste","Bourgeois cooking",,,0.75802712859061,"German",,"Karlsruhe","Germany","Badische Landesbibliothek","https://digital.blb-karlsruhe.de/id/3106638"
259,"schlko_312407033.pdf","pdf","words",1900,,"Therese Adam","fraktur","Schlesisches Kochbuch","Bourgeois cooking",,,0.850808416149429,"German",,"Troppau","Germany","SLUB Dresden","https://digital.slub-dresden.de/werkansicht/dlf/14474/7#"
260,"Kochbuch für den praktischen Haushaltungsunterricht an höheren Mädchenschulen.pdf","pdf","words",1900,,"Mathilde Specht","fraktur","Kochbuch für den praktischen Haushaltungsunterricht","Bourgeois cooking",,,0.630462856014623,"German",,"Wiesbaden","Germany","Badische Landesbibliothek","https://digital.blb-karlsruhe.de/id/3183550"
261,"neuepfkof_31266723X.pdf","pdf","words",1897,1,"Emmy Braun","fraktur","Neues Pfälzisches Kochbuch für bürgerliche und feine Küche","Bourgeois cooking, Fine cooking",,5,0.866702524413435,"German",,"Grünstadt","Germany","SLUB Dresden","https://digital.slub-dresden.de/werkansicht/dlf/351789/5#"
262,"grossilko_312335202.pdf","pdf","words",1897,,"Henriette Löffler","fraktur","Großes Illustriertes Kochbuch","Bourgeois cooking",,,0.932147384572137,"German",,"Ulm","Germany","SLUB Dresden","https://digital.slub-dresden.de/werkansicht/dlf/351828/12"
263,"Kochbuch für die badische und elsässische gewöhnliche und feinere Küche nach eig.pdf","pdf","words",1897,,"Viktoria Zähringer","fraktur","Kochbuch für die badische und elsässische gewöhnliche und feinere Küche","Bourgeois cooking, Fine cooking",,2,0.850090288620925,"German",,"Freiburg","Germany","Badische Landesbibliothek","https://digital.blb-karlsruhe.de/id/3105691"
264,"e.weilv_312544235.pdf","pdf","words",1896,,"Emil Weilshäuser","fraktur","E. Weilshäuser's illustriertes vegetarisches Kochbuch","Vegetarian",,4,0.937327713604454,"German",,"Leipzig","Germany","SLUB Dresden","https://digital.slub-dresden.de/werkansicht/dlf/6544/1#"
265,"schlkofub_31239277X.pdf","pdf","words",1894,,"Henriette Pelz","fraktur","Schlesisches Kochbuch für bürgerliche Haushaltungen","Bourgeois cooking",,7,0.926719297503165,"German",,"Breslau","Germany","SLUB Dresden","https://digital.slub-dresden.de/werkansicht/dlf/14475/1#"
266,"A Straßer's deutsches Preis-Kochbuch.pdf","pdf","words",1894,,"A. Straßer","fraktur","A. Straßer's deutsches Preis-Kochbuch","Bourgeois cooking, Fine cooking",,30,0.746455570836118,"German",,"Freiburg, Leipzig","Germany","Badische Landesbibliothek","https://digital.blb-karlsruhe.de/kochbuecher/content/pageview/3239827"
267,"neuedeko_312368720.pdf","pdf","words",1892,,"M.S. Kübler","fraktur","Neues deutsches Kochbuch","Bourgeois cooking",,3,0.871424995067854,"German",,"Stuttgart","Germany","SLUB Dresden","https://digital.slub-dresden.de/werkansicht/dlf/11972/1#"
268,"volk_312720238_0002.pdf","pdf","words",1891,,"Hedwig Heyl","fraktur","Volks-Kochbuch für die Hand der Lehrerin  (2. Teil)","Bourgeois cooking",,,0.794277775670837,"German",,"Berlin","Germany","SLUB Dresden","https://digital.slub-dresden.de/werkansicht/dlf/17155/1#"
269,"kleiko_312737270.pdf","pdf","words",1890,,"Auguste Kux","fraktur","Kleines Kochbuch","Bourgeois cooking",,,0.938488631385082,"German",,"Mülheim an der Ruhr","Germany","SLUB Dresden","https://digital.slub-dresden.de/werkansicht/dlf/10055/5"
270,"hygiko_312382219.pdf","pdf","words",1890,,"Fanny Beck","fraktur","Hygienisches Kochbuch","Rational and medical",,,0.821190811860427,"German",,"Berlin","Germany","SLUB Dresden","https://digital.slub-dresden.de/werkansicht/dlf/9236/8"
271,"vegeko_312773811.pdf","pdf","words",1890,,"Carlotto Schulz und Dr. Med. Liepelt","fraktur","Vegetarisches Kochbuch","Vegetarian",,3,0.862035406111685,"German",,"Berlin","Germany","SLUB Dresden","https://digital.slub-dresden.de/werkansicht/dlf/16741/1#"
272,"Süddeutsches Kochbuch.pdf","pdf","words",1888,1,"Emma Rohr","fraktur","Süddeutsches Kochbuch","Bourgeois cooking",,3,0.551734254468192,"German",,"Mannheim","Germany","Badische Landesbibliothek","https://digital.blb-karlsruhe.de/id/3106710"
273,"diatkofug_312388152.pdf","pdf","words",1886,,"Josef Wiel","latin","Diätetisches Koch-Buch für Gesunde und Kranke","Rational and medical",,6,0.916685204814352,"German",,"Freiburg","Germany","SLUB Dresden","https://digital.slub-dresden.de/werkansicht/dlf/4817/5#"
274,"kleidekod_312384785.pdf","pdf","words",1880,,"Emma Petzold","fraktur","Die kleine deutsche Köchin","Bourgeois cooking",,,0.899734342848516,"German",,"Dresden","Germany","SLUB Dresden","https://digital.slub-dresden.de/werkansicht/dlf/10045/5#"
275,"1.pdf","pdf","words",1880,,"Margaretha Spörling","fraktur","Oberrheinisches Kochbuch (1. Theil)","Bourgeois cooking",,12,0.82096010769892,"German",,"Basel, Mülhausen","Germany, Switzerland","Badische Landesbibliothek","https://digital.blb-karlsruhe.de/id/3176314"
276,"2.pdf","pdf","words",1880,,"Margaretha Spörling","fraktur","Oberrheinisches Kochbuch (2. Theil)","Bourgeois cooking",,12,0.817293794831708,"German",,"Basel, Mülhausen","Germany, Switzerland","Badische Landesbibliothek","https://digital.blb-karlsruhe.de/id/3176320"
277,"regeko_312470967.pdf","pdf","words",1877,,"Marie Schandri","fraktur","Regensburger Kochbuch","Bourgeois cooking",,9,0.946979039434705,"German",,"Regensburg","Germany","SLUB Dresden","https://digital.slub-dresden.de/werkansicht/dlf/13896/1#"
278,"kochfuisf_312639775.pdf","pdf","words",1876,,"Therese Lederer","fraktur","Kochbuch für israelitische Frauen","Jewish, Bourgeois cooking",,1,0.940346604384231,"German",,"Budapest","Hungary","SLUB Dresden","https://digital.slub-dresden.de/werkansicht/dlf/10082/7#"
279,"sbb-PPN635355604.ocr.txt","text","words",1875,,"Johanna Boy","fraktur","Studenten-Kochbuch",,,,0.87119025667016,"German",,"Gotha","Germany","Staatsbibliothek zu Berlin","https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN635355604&PHYSID=PHYS_0016&DMDID=DMDLOG_0004&view=overview-info"
280,"cresbofrk_312610831.pdf","pdf","words",1874,,"Crescentia Bohrer","fraktur","Crescentia Bohrer's Freiburger Kochbuch","Bourgeois cooking",,5,0.88250269806906,"German",,"Freiburg","Germany","SLUB Dresden","https://digital.slub-dresden.de/werkansicht/dlf/3703/5"
281,"Diätetisches Koch-Buch.pdf","pdf","words",1873,,"Josef Wiel","latin","Diätetisches Koch-Buch","Rational and medical",,2,0.758519198817912,"German",,"Freiburg","Germany","Badische Landesbibliothek","https://digital.blb-karlsruhe.de/id/3183601"
282,"suppgeunf_312722087.pdf","pdf","words",1872,,"L. Wolff-Küchler","fraktur","Supp', Gemüs' und Fleisch","Bourgeois cooking",,18,0.921362452386725,"German",,"Darmstadt","Germany","SLUB Dresden","https://digital.slub-dresden.de/werkansicht/dlf/15489/2"
283,"bestbufud_345597095.pdf","pdf","words",1870,,"Elise Weber","fraktur","Das beste Bürger-Kochbuch für den täglichen Tisch","Bourgeois cooking",,12,0.913282289296743,"German",,"Leipzig","Germany","SLUB Dresden","https://digital.slub-dresden.de/werkansicht/dlf/50854/2"
284,"neuestko_312534469.pdf","pdf","words",1870,,"Marie Abele","fraktur","Neuestes Stuttgarter Kochbuch","Bourgeois cooking",,,0.866534917735708,"German",,"Stuttgart","Germany","SLUB Dresden","https://digital.slub-dresden.de/werkansicht/dlf/12114/5"
285,"Crescentia Bohrer's Freiburger Kochbuch.pdf","pdf","words",1870,,"Crescentia Bohrer","fraktur","Crescentia Bohrer's Freiburger Kochbuch","Bourgeois cooking",,4,0.866555762776073,"German",,"Freiburg","Germany","Badische Landesbibliothek","https://digital.blb-karlsruhe.de/id/3170667"
286,"prakkofuf_312788118.pdf","pdf","words",1869,,"Ignaz Benoit","fraktur","Praktisches Kochbuch für Fleisch-, Geflügel- und Fischarten","Bourgeois cooking",,2,0.857823931057256,"German",,"Berlin","Germany","SLUB Dresden","https://digital.slub-dresden.de/werkansicht/dlf/13321/1#"
287,"bestbufud_345596072.pdf","pdf","words",1869,,"Elise Weber","fraktur","Das beste Bürger-Kochbuch für den täglichen Tisch","Bourgeois cooking",,10,0.891180101209187,"German",,"Leipzig","Germany","SLUB Dresden","https://digital.slub-dresden.de/werkansicht/dlf/32070/1#"
288,"neueaukoo_312507925.pdf","pdf","words",1867,,"J. G. Sartory","fraktur","Neuestes Augsburger Kochbuch oder die Schwäbisch-Bayerische Küche","Fine cooking",,3,0.950701624657162,"German",,"Augsburg","Germany","SLUB Dresden","https://digital.slub-dresden.de/werkansicht/dlf/11949/1#"
289,"neueprbak_312667604.pdf","pdf","words",1866,,,"fraktur","Neues praktisches Badisches Kochbuch","Bourgeois cooking",,9,0.912115275790775,"German",,"Karlsruhe","Germany","SLUB Dresden","https://digital.slub-dresden.de/werkansicht/dlf/12071/5#"
290,"neuedrkoz_322966442.pdf","pdf","words",1866,,"A. Dietze","fraktur","Neuestes Dresdener Kochbuch zum Gebrauch für Stadt und Land","Bourgeois cooking",,3,0.91697598729521,"German",,"Dresden","Germany","SLUB Dresden","https://digital.slub-dresden.de/werkansicht/dlf/11973/7#"
291,"thurkofud_322857252.pdf","pdf","words",1865,,"Sophie Albrecht","fraktur","Thüringisches Kochbuch für die bürgerliche Küche","Bourgeois cooking",,6,0.907985060718957,"German",,"Leipzig","Germany","SLUB Dresden","https://digital.slub-dresden.de/werkansicht/dlf/15981/5"
292,"vollunaln_312328591_0002.pdf","pdf","words",1864,,"H. Klietsch und J.H. Siebell","fraktur","Vollständiges und allgemein nützliches Bamberger Kochbuch zum Gebrauche für alle Stände (1. Abtheilung)","Bourgeois cooking",,,0.906292098161045,"German",,"Bamberg","Germany","SLUB Dresden","https://digital.slub-dresden.de/werkansicht/dlf/17233/7#"
293,"deutbufud_345596846.pdf","pdf","words",1863,,"Elise Weber","fraktur","Deutsches Bürger-Kochbuch für den täglichen Tisch","Bourgeois cooking",,5,0.898182923923734,"German",,"Leipzig","Germany","SLUB Dresden","https://digital.slub-dresden.de/werkansicht/dlf/31863/1#"
294,"prakkofub_33671775X.pdf","pdf","words",1862,,"Sophie Roehmer","fraktur","Praktisches Kochbuch für bürgerliche Hausfrauen","Bourgeois cooking",,,0.925046308679309,"German",,"Dresden","Germany","SLUB Dresden","https://digital.slub-dresden.de/werkansicht/dlf/25320/5#"
295,"kochfuhaa_312669011.pdf","pdf","words",1862,,"F.V. Haupner","fraktur","Kochbuch für Haushaltungen aller Stände","Bourgeois cooking",,8,0.884082293634188,"German",,"Berlin","Germany","SLUB Dresden","https://digital.slub-dresden.de/werkansicht/dlf/10080/7#"
296,"neuekofuh_312799268.pdf","pdf","words",1862,,"Pauline Müller","fraktur","Neues Kochbuch für Haushaltungen aller Stände","Bourgeois cooking",,3,0.905546016766812,"German",,"Reutlingen","Germany","SLUB Dresden","https://digital.slub-dresden.de/werkansicht/dlf/12005/1"
